AttributeColumn,Match,Analyte,StdUnits
As_IMS40Q_ppm,Start_sep,As,PPM
As_IMS40Q_ppm_dsc,Start_sep,As,PPM
As_IMS_PPM,Start_sep,As,PPM
As_Icp,Start_sep,As,PPM
As_KAL,Start_sep,As,PPM
As_KAL1,Start_sep,As,PPM
As_KAL2,Start_sep,As,PPM
As_LA,Start_sep,As,PPM
As_LA101_ppm,Start_sep,As,PPM
As_LBFXRF_pct_BEST,Start_sep,As,PPM
As_LowerLimit,Confidence,NULL,NULL
As_MA-ICPMS-AES_ppm,Start_sep,As,PPM
As_MA-ICPMS_ppm,Start_sep,As,PPM
As_MA-ICPOES_ppm,Start_sep,As,PPM
As_MA102_ppm,Start_sep,As,PPM
As_MA4031_ppm,Start_sep,As,PPM
As_MA40MS_ppm,Start_sep,As,PPM
As_MA40_MS,Start_sep,As,PPM
As_MA40_MS_1,Start_sep,As,PPM
As_MA40_MS_ppm,Start_sep,As,PPM
As_MA40_OE,Start_sep,As,PPM
As_MA40_OES_ppm,Start_sep,As,PPM
As_MAICPMS_PPM,Start_sep,As,PPM
As_MAR01M_ppm,Start_sep,As,PPM
As_MAT-ICPOES_ppm,Start_sep,As,PPM
As_MA_PPM,Start_sep,As,PPM
As_MCL_PPM,Start_sep,As,PPM
As_MDL_ppm,Start_sep,As,PPM
As_ME-ICP43_ppm,Start_sep,As,PPM
As_ME-ICP61,Start_sep,As,PPM
As_ME-MS41,Start_sep,As,PPM
As_ME-MS41_pct,Start_sep,As,PPM
As_ME-MS42,Start_sep,As,PPM
As_ME-MS42_ppm,Start_sep,As,PPM
As_ME-MS44_ppm,Start_sep,As,PPM
As_ME-MS61,Start_sep,As,PPM
As_ME-MS61_ppm,Start_sep,As,PPM
As_ME-MS61r,Start_sep,As,PPM
As_ME-XRF11B_pct,Start_sep,As,PPM
As_ME-XRF15b,Start_sep,As,PPM
As_MEICP43_ppm,Start_sep,As,PPM
As_MEICP61_ppm,Start_sep,As,PPM
As_MEICP61s_ppm,Start_sep,As,PPM
As_MEICP61s_ppm_dsc,Start_sep,As,PPM
As_MEMS41_ppm,Start_sep,As,PPM
As_MEMS61_ppm,Start_sep,As,PPM
As_MEMS61_ppm_DSC,Start_sep,As,PPM
As_MEMS61_ppm_dsc,Start_sep,As,PPM
As_ME_ICP4,Start_sep,As,PPM
As_ME_ICP43_ppm,Start_sep,As,PPM
As_ME_ICP61_ppm,Start_sep,As,PPM
As_ME_MS41_ppm,Start_sep,As,PPM
As_ME_MS43I_ppm,Start_sep,As,PPM
As_ME_MS61L_ppm,Start_sep,As,PPM
As_ME_MS61_ppm,Start_sep,As,PPM
As_ME_OG62_pct,Start_sep,As,PPM
As_ME_XRF11B_pct,Start_sep,As,PPM
As_ME_XRF11S_pct,Start_sep,As,PPM
As_ME_ppm_ICP61s,Start_sep,As,PPM
As_MMA01MS_ppm,Start_sep,As,PPM
As_MMI-M_ppb,Start_sep,As,PPM
As_MMI_M_ppb,Start_sep,As,PPM
As_MS,Start_sep,As,PPM
As_MS42,Start_sep,As,PPM
As_MS61,Start_sep,As,PPM
As_MS61_ppm,Start_sep,As,PPM
As_MS_ppm,Start_sep,As,PPM
As_MXB_ppm,Start_sep,As,PPM
As_MXB_ppm_100,Start_sep,As,PPM
As_Mar01_ppm,Start_sep,As,PPM
As_Me,Start_sep,As,PPM
As_Meth,Start_sep,As,PPM
As_N701_0,Start_sep,As,PPM
As_NAA,Start_sep,As,PPM
As_NITON,Start_sep,As,PPM
As_NITON_Err_ppm,Confidence,NULL,NULL
As_NITON_ppm,Start_sep,As,PPM
As_Nit,Start_sep,As,PPM
As_OES,Start_sep,As,PPM
As_OG62_pct,Start_sep,As,PPM
As_OG62_ppm,Start_sep,As,PPM
As_P640_ppm_0,Start_sep,As,PPM
As_P649_ppm_0,Start_sep,As,PPM
As_PAR_PPM,Start_sep,As,PPM
As_PCNT,Start_sep,As,PPM
As_PL_ppb,Start_sep,As,PPM
As_PPM_4A-ICPMS,Start_sep,As,PPM
As_PPM_AR-AAS_ANALABS,Start_sep,As,PPM
As_PPM_AR-ICPMS_ULTRA,Start_sep,As,PPM
As_PPM_ARICPMS,Start_sep,As,PPM
As_PPM_DHCL-ICPMS_ULTRA,Start_sep,As,PPM
As_PPM_ICP40Q,Start_sep,As,PPM
As_PPM_MA-ICPMS_GENALYS,Start_sep,As,PPM
As_PPM_MA_ICPMS,Start_sep,As,PPM
As_PPM_ME_ICPAES,Start_sep,As,PPM
As_PPM_PP-XRF_AMDEL,Start_sep,As,PPM
As_PPM_PP-XRF_ANALABS,Start_sep,As,PPM
As_PPXRFa_ppm,Start_sep,As,PPM
As_PP_XRF_pct,Start_sep,As,PPM
As_PXRFS_ppm,Start_sep,As,PPM
As_Partial_ppm,Start_sep,As,PPM
As_Q-TOTMS_ppm,Start_sep,As,PPM
As_QAR1MS_ppm,Start_sep,As,PPM
As_Q_TOTOES_ppm,Start_sep,As,PPM
As_R1,Start_sep,As,PPM
As_R2,Start_sep,As,PPM
As_RB/AAS_ppm,Start_sep,As,PPM
As_RB/MS_ppm,Start_sep,As,PPM
As_Range,Start_sep,As,PPM
As_Rp1,Start_sep,As,PPM
As_Rpt0_ppm_AR102,Start_sep,As,PPM
As_Rpt0_ppm_ICP302,Start_sep,As,PPM
As_SPF-ICPMS_ppm,Start_sep,As,PPM
As_SPICP302_ppm,Start_sep,As,PPM
As_Soil3Beam_ERROR,Confidence,NULL,NULL
As_Soil3Beam_ppm,Start_sep,As,PPM
As_Soil3Beam_ppm_0,Start_sep,As,PPM
As_TAIL,Start_sep,As,PPM
As_TL-ICPMS_ppm,Start_sep,As,PPM
As_TL9MS_b,Start_sep,As,PPM
As_TL9MS_ppb,Start_sep,As,PPM
As_TMHF_ppm,Start_sep,As,PPM
As_TMSHF_ppm,Start_sep,As,PPM
As_Total_ppm,Start_sep,As,PPM
As_UNKN_ppm,Start_sep,As,PPM
As_UNK_ppm,Start_sep,As,PPM
As_UN_UN_ppm_0,Start_sep,As,PPM
As_UT,Start_sep,As,PPM
As_Unkn_0,Start_sep,As,PPM
As_Unkn_Unkn_0,Start_sep,As,PPM
As_Unkn_Unkn_1,Start_sep,As,PPM
As_Unkn_ppm_0,Start_sep,As,PPM
As_Use,Start_sep,As,PPM
As_X,Start_sep,As,PPM
As_XRF,Start_sep,As,PPM
As_XRF001_pct,Start_sep,As,PPM
As_XRF101_pct,Start_sep,As,PPM
As_XRF202_pct,Start_sep,As,PPM
As_XRF202_ppm,Start_sep,As,PPM
As_XRF202_ppm_COMP_DD,Start_sep,As,PPM
As_XRF202_ppm_COMP_RC,Start_sep,As,PPM
As_XRF202_ppm_LABJOBNO,Start_sep,As,PPM
As_XRF78L_pct,Start_sep,As,PPM
As_XRF78R_pct,Start_sep,As,PPM
As_XRF78S,Start_sep,As,PPM
As_XRF78S_pct,Start_sep,As,PPM
As_XRF78_pct,Start_sep,As,PPM
As_XRF_CONC_pct,Start_sep,As,PPM
As_XRF_ERROR_ppm,Confidence,NULL,NULL
As_XRF_HEAD_pct,Start_sep,As,PPM
As_XRF_HIST_pct,Start_sep,As,PPM
As_XRF_TAIL_pct,Start_sep,As,PPM
As_XRF_error,Confidence,NULL,NULL
As_XRF_pct,Start_sep,As,PPM
As_XRF_percent,Start_sep,As,PPM
As_XRFm_ppm,Start_sep,As,PPM
As__100ppm,Start_sep,As,PPM
As___FB1_XRF,Start_sep,As,PPM
As____,Start_sep,As,PPM
As____Error,Confidence,NULL,NULL
As___ppm_,Start_sep,As,PPM
As__ppb,Start_sep,As,PPM
As__ppm,Start_sep,As,PPM
As__ppm_,Start_sep,As,PPM
As_ah,Start_sep,As,PPM
As_ave,Start_sep,As,PPM
As_baas,Start_sep,As,PPM
As_c,Start_sep,As,PPM
As_calc,Start_sep,As,PPM
As_detection_limit,Confidence,NULL,NULL
As_eHHXRF_ppm,Start_sep,As,PPM
As_error,Confidence,NULL,NULL
As_final,Start_sep,As,PPM
As_hydride,Start_sep,As,PPM
As_icp,Start_sep,As,PPM
As_ma,Start_sep,As,PPM
As_med,Start_sep,As,PPM
As_pXRF_ERROR,Confidence,NULL,NULL
As_pXRF_ppm,Start_sep,As,PPM
As_p_180,Start_sep,As,PPM
As_p_75,Start_sep,As,PPM
As_pc,Start_sep,As,PPM
As_pct,Start_sep,As,PPM
As_pctMEOG62,Start_sep,As,PPM
As_pct_BEST,Start_sep,As,PPM
As_pct_ME-XRF21n,Start_sep,As,PPM
As_pct_range,Start_sep,As,PPM
As_plot,Start_sep,As,PPM
As_plt_m,Start_sep,As,PPM
As_ppb,Start_sep,As,PPM
As_ppbMEMS23,Start_sep,As,PPM
As_ppb_BEST,Start_sep,As,PPM
As_ppm,Start_sep,As,PPM
As_ppm    DL_0.5,Start_sep,As,PPM
As_ppm  AQR1,Start_sep,As,PPM
As_ppm  AQR64,Start_sep,As,PPM
As_ppm (0.1ppm),Start_sep,As,PPM
As_ppm (0.2),Start_sep,As,PPM
As_ppm (ALS),Start_sep,As,PPM
As_ppm (Gen),Start_sep,As,PPM
As_ppm1,Start_sep,As,PPM
As_ppmFUSICPMS,Start_sep,As,PPM
As_ppmICPMS,Start_sep,As,PPM
As_ppmME-ICP61,Start_sep,As,PPM
As_ppmMEICP61,Start_sep,As,PPM
As_ppm_,Start_sep,As,PPM
As_ppm_0.5_4A/MS,Start_sep,As,PPM
As_ppm_0_5,Start_sep,As,PPM
As_ppm_100,Start_sep,As,PPM
As_ppm_1050,Start_sep,As,PPM
As_ppm_1052,Start_sep,As,PPM
As_ppm_10_4A/OE,Start_sep,As,PPM
As_ppm_1FMS,Start_sep,As,PPM
As_ppm_4A_MS,Start_sep,As,PPM
As_ppm_4BTD,Start_sep,As,PPM
As_ppm_756,Start_sep,As,PPM
As_ppm_909,Start_sep,As,PPM
As_ppm_950,Start_sep,As,PPM
As_ppm_AAS_10,Start_sep,As,PPM
As_ppm_AAS_5,Start_sep,As,PPM
As_ppm_AR,Start_sep,As,PPM
As_ppm_AR001,Start_sep,As,PPM
As_ppm_AR102,Start_sep,As,PPM
As_ppm_AR25/MS,Start_sep,As,PPM
As_ppm_ARU25_MS,Start_sep,As,PPM
As_ppm_AR_ICPMS,Start_sep,As,PPM
As_ppm_AXNH4_MS,Start_sep,As,PPM
As_ppm_B/MS,Start_sep,As,PPM
As_ppm_B/MS1,Start_sep,As,PPM
As_ppm_B/OES,Start_sep,As,PPM
As_ppm_BAAS,Start_sep,As,PPM
As_ppm_BES,Start_sep,As,PPM
As_ppm_BEST,Start_sep,As,PPM
As_ppm_BESTEL,Start_sep,As,PPM
As_ppm_BEST_D,Start_sep,As,PPM
As_ppm_BEST_NAME,Start_sep,As,PPM
As_ppm_BEST_TOT,Start_sep,As,PPM
As_ppm_BHC/MS,Start_sep,As,PPM
As_ppm_BVeg/MS,Start_sep,As,PPM
As_ppm_Best_TOT,Start_sep,As,PPM
As_ppm_Error,Confidence,NULL,NULL
As_ppm_Error_XRF,Confidence,NULL,NULL
As_ppm_ICP,Start_sep,As,PPM
As_ppm_ICP302,Start_sep,As,PPM
As_ppm_ICP3021,Start_sep,As,PPM
As_ppm_IMS,Start_sep,As,PPM
As_ppm_ME-ICP61s,Start_sep,As,PPM
As_ppm_ME-ICP97,Start_sep,As,PPM
As_ppm_ME-MS41L,Start_sep,As,PPM
As_ppm_ME-MS61L,Start_sep,As,PPM
As_ppm_ME-MS89L,Start_sep,As,PPM
As_ppm_MS41L,Start_sep,As,PPM
As_ppm_Rpt,Start_sep,As,PPM
As_ppm_Soil3Beam,Start_sep,As,PPM
As_ppm_UNK,Start_sep,As,PPM
As_ppm_XRF,Start_sep,As,PPM
As_ppm_XRF202,Start_sep,As,PPM
As_ppm_d,Start_sep,As,PPM
As_ppm_error,Confidence,NULL,NULL
As_ppm_mgl,Start_sep,As,PPM
As_ppm_pXRF_30,Start_sep,As,PPM
As_ppm_range,Start_sep,As,PPM
As_ppm_st,Start_sep,As,PPM
As_ppmpref,Start_sep,As,PPM
As_rHHXRF_ppm,Start_sep,As,PPM
As_range,Start_sep,As,PPM
As_unknown,Start_sep,As,PPM
As_wt,Start_sep,As,PPM
As_z,Start_sep,As,PPM
Asenic (ppm),Unmatched,NULL,NULL
Ash,Unmatched,NULL,NULL
Ash %     (db),Unmatched,NULL,NULL
Ash %    (adb),Unmatched,NULL,NULL
Ash %    (ar),Unmatched,NULL,NULL
Ash (ad),Unmatched,NULL,NULL
Ash (air dried),Unmatched,NULL,NULL
Ash (as received),Unmatched,NULL,NULL
Ash (dry),Unmatched,NULL,NULL
Ash / Air dried basis,Unmatched,NULL,NULL
Ash / Dried basis,Unmatched,NULL,NULL
Ash 1,Unmatched,NULL,NULL
Ash 2,Unmatched,NULL,NULL
Ash 3,Unmatched,NULL,NULL
Ash Yield,Unmatched,NULL,NULL
Ash Yield %,Unmatched,NULL,NULL
Ash Yield (60% moist),Unmatched,NULL,NULL
Ash Yield (as received),Unmatched,NULL,NULL
Ash Yield (dry),Unmatched,NULL,NULL
Ash Yield ar (%),Unmatched,NULL,NULL
Ash Yield dry (%),Unmatched,NULL,NULL
Ash%,Unmatched,NULL,NULL
Ash1,Unmatched,NULL,NULL
Ash2,Unmatched,NULL,NULL
Ash3,Unmatched,NULL,NULL
Ash_%ad,Unmatched,NULL,NULL
Ash_100,Unmatched,NULL,NULL
Ash_ADB,Unmatched,NULL,NULL
Ash_AR,Unmatched,NULL,NULL
Ash_Analysis_Al2O3,Unmatched,NULL,NULL
Ash_Analysis_BaO,Unmatched,NULL,NULL
Ash_Analysis_CaO,Unmatched,NULL,NULL
Ash_Analysis_Fe2O3,Unmatched,NULL,NULL
Ash_Analysis_K2O,Unmatched,NULL,NULL
Ash_Analysis_MgO,Unmatched,NULL,NULL
Ash_Analysis_Mn3O4,Unmatched,NULL,NULL
Ash_Analysis_Na2O,Unmatched,NULL,NULL
Ash_Analysis_P2O5,Unmatched,NULL,NULL
Ash_Analysis_SO3,Unmatched,NULL,NULL
Ash_Analysis_SiO2,Unmatched,NULL,NULL
Ash_Analysis_SrO,Unmatched,NULL,NULL
Ash_Analysis_TiO2,Unmatched,NULL,NULL
Ash_Analysis_Total,Unmatched,NULL,NULL
Ash_Analysis_ZnO,Unmatched,NULL,NULL
Ash_DB,Unmatched,NULL,NULL
Asoil,Unmatched,NULL,NULL
Aspercent,Unmatched,NULL,NULL
Asplot,Unmatched,NULL,NULL
Asppm,Start_Conc,As,PPM
Asppm     N,Start_Conc,As,PPM
Asppm2,Start_Conc,As,PPM
Asppm_AR25/MS,Start_Conc,As,PPM
Asppm_B25/MS,Start_Conc,As,PPM
Asppm_USE,Start_Conc,As,PPM
Assa_Units,Unmatched,NULL,NULL
Assay Au_ppm,Unmatched,NULL,NULL
Assay Results_Au_ppm,Unmatched,NULL,NULL
Assay eK,Unmatched,NULL,NULL
Assay eTh,Unmatched,NULL,NULL
Assay eU,Unmatched,NULL,NULL
Assay1,Unmatched,NULL,NULL
AssayResult,Unmatched,NULL,NULL
AssayResult Au,Unmatched,NULL,NULL
AssayResult Cu,Unmatched,NULL,NULL
AssayResult Pb,Unmatched,NULL,NULL
AssayResult Zn,Unmatched,NULL,NULL
AssayResultNum,Unmatched,NULL,NULL
AssayResult_,Unmatched,NULL,NULL
AssayResult_%,Unmatched,NULL,NULL
AssayResult_Ag,Unmatched,NULL,NULL
AssayResult_As,Unmatched,NULL,NULL
AssayResult_Au,Unmatched,NULL,NULL
AssayResult_Au_ppb,Unmatched,NULL,NULL
AssayResult_Au_ppm,Unmatched,NULL,NULL
AssayResult_Auppb,Unmatched,NULL,NULL
AssayResult_AuppbAR_AAS,Unmatched,NULL,NULL
AssayResult_Auppb_Bleg,Unmatched,NULL,NULL
AssayResult_Auppm,Unmatched,NULL,NULL
AssayResult_Auppm_100,Unmatched,NULL,NULL
AssayResult_Bi_ppm,Unmatched,NULL,NULL
AssayResult_Ca_%,Unmatched,NULL,NULL
AssayResult_Co_ppm,Unmatched,NULL,NULL
AssayResult_Cr_ppm,Unmatched,NULL,NULL
AssayResult_Cu_ppm,Unmatched,NULL,NULL
AssayResult_Mo_ppm,Unmatched,NULL,NULL
AssayResult_Ni_ppm,Unmatched,NULL,NULL
AssayResult_Pass074,Unmatched,NULL,NULL
AssayResult_Pass075,Unmatched,NULL,NULL
AssayResult_Pb_ppm,Unmatched,NULL,NULL
AssayResult_PercPass,Unmatched,NULL,NULL
AssayResult_Sb_ppm,Unmatched,NULL,NULL
AssayResult_Tl_ppm,Unmatched,NULL,NULL
AssayResult_U_ppm,Unmatched,NULL,NULL
AssayResult_W_ppm,Unmatched,NULL,NULL
AssayResult_Zn_ppm,Unmatched,NULL,NULL
AssayResult_ppb,Unmatched,NULL,NULL
AssayResult_ppm,Unmatched,NULL,NULL
AssayType,Unmatched,NULL,NULL
AssayUnit,Unmatched,NULL,NULL
AssayVal,Unmatched,NULL,NULL
AssayValue,Unmatched,NULL,NULL
Assay_Ars,Unmatched,NULL,NULL
Assay_Au,Unmatched,NULL,NULL
Assay_Comp,Unmatched,NULL,NULL
Assay_Company,Unmatched,NULL,NULL
Assay_Date,Unmatched,NULL,NULL
Assays Total,Unmatched,NULL,NULL
Atmos_CO2,Unmatched,NULL,NULL
Atmos_O2,Unmatched,NULL,NULL
Au,Exact,Au,PPM
Au    ppb,Start_sep,Au,PPM
Au   m,Start_sep,Au,PPM
Au   ppb,Start_sep,Au,PPM
Au   ppm,Start_sep,Au,PPM
Au  (ave),Start_sep,Au,PPM
Au  2,Start_sep,Au,PPM
Au  REPEAT,Start_sep,Au,PPM
Au  Rp,Start_sep,Au,PPM
Au  ppb,Start_sep,Au,PPM
Au  ppb (average),Start_sep,Au,PPM
Au  ppb (rpt1),Start_sep,Au,PPM
Au  ppb average,Start_sep,Au,PPM
Au  ppb avg,Start_sep,Au,PPM
Au  ppb rpt 2,Start_sep,Au,PPM
Au  ppb rpt 3,Start_sep,Au,PPM
Au  ppb_average,Start_sep,Au,PPM
Au  ppb_repeat,Start_sep,Au,PPM
Au  ppb_repeat_1,Start_sep,Au,PPM
Au ( Average),Start_sep,Au,PPM
Au ( ppb ),Start_sep,Au,PPM
Au ( ppb ) repeat,Start_sep,Au,PPM
Au ( ppm ),Start_sep,Au,PPM
Au (*),Start_sep,Au,PPM
Au (+) F,Start_sep,Au,PPM
Au (+) Fraction,Start_sep,Au,PPM
Au (-) F,Start_sep,Au,PPM
Au (-) Fraction,Start_sep,Au,PPM
Au (1 ppb),Start_sep,Au,PPM
Au (1),Start_sep,Au,PPM
Au (25g) ppb,Start_sep,Au,PPM
Au (AR),Start_sep,Au,PPM
Au (AR)_1,Start_sep,Au,PPM
Au (AR)_100,Start_sep,Au,PPM
Au (AR)_2,Start_sep,Au,PPM
Au (ARL1),Start_sep,Au,PPM
Au (ARL2),Start_sep,Au,PPM
Au (ARL3),Start_sep,Au,PPM
Au (Av.),Start_sep,Au,PPM
Au (Ave),Start_sep,Au,PPM
Au (Average),Start_sep,Au,PPM
Au (Average)_100,Start_sep,Au,PPM
Au (Avg),Start_sep,Au,PPM
Au (Bleg,Start_sep,Au,PPM
Au (Bleg),Start_sep,Au,PPM
Au (CN2),Start_sep,Au,PPM
Au (FA Tail),Start_sep,Au,PPM
Au (FA),Start_sep,Au,PPM
Au (FA)_ppm,Start_sep,Au,PPM
Au (FA25),Start_sep,Au,PPM
Au (Known Value),Start_sep,Au,PPM
Au (LW),Start_sep,Au,PPM
Au (LWMB),Start_sep,Au,PPM
Au (MCL),Start_sep,Au,PPM
Au (Mini BLEG),Start_sep,Au,PPM
Au (Mini BLEG2),Start_sep,Au,PPM
Au (NiS),Start_sep,Au,PPM
Au (P),Start_sep,Au,PPM
Au (P) ppb,Start_sep,Au,PPM
Au (Pulp Duplicate),Start_sep,Au,PPM
Au (R ),Start_sep,Au,PPM
Au (R),Start_sep,Au,PPM
Au (R) ppb,Start_sep,Au,PPM
Au (R)ppb_1,Start_sep,Au,PPM
Au (R1),Start_sep,Au,PPM
Au (R2) ppb,Start_sep,Au,PPM
Au (R3) ppb,Start_sep,Au,PPM
Au (RPT) ppb,Start_sep,Au,PPM
Au (Re),Start_sep,Au,PPM
Au (Rept),Start_sep,Au,PPM
Au (S),Start_sep,Au,PPM
Au (av),Start_sep,Au,PPM
Au (best),Start_sep,Au,PPM
Au (bulk),Start_sep,Au,PPM
Au (g/t),Start_sep,Au,PPM
Au (g/ton),Start_sep,Au,PPM
Au (ppb),Start_sep,Au,PPM
Au (ppb) 100,Start_sep,Au,PPM
Au (ppb)100,Start_sep,Au,PPM
Au (ppb)101,Start_sep,Au,PPM
Au (ppb)102,Start_sep,Au,PPM
Au (ppb)103,Start_sep,Au,PPM
Au (ppb)_+1mm,Start_sep,Au,PPM
Au (ppb)_-1mm,Start_sep,Au,PPM
Au (ppb)_100,Start_sep,Au,PPM
Au (ppb)_101,Start_sep,Au,PPM
Au (ppm,Start_sep,Au,PPM
Au (ppm),Start_sep,Au,PPM
Au (ppm) Av,Start_sep,Au,PPM
Au (ppm) c,Start_sep,Au,PPM
Au (ppm)100,Start_sep,Au,PPM
Au (ppm)RP,Start_sep,Au,PPM
Au (repeat),Start_sep,Au,PPM
Au (rpt),Start_sep,Au,PPM
Au (rpt)_ppm,Start_sep,Au,PPM
Au (rpt1),Start_sep,Au,PPM
Au (rpt2),Start_sep,Au,PPM
Au + Fract,Start_sep,Au,PPM
Au +/-,Confidence,NULL,NULL
Au - Chk,Start_sep,Au,PPM
Au - Fract,Start_sep,Au,PPM
Au - Rpt,Start_sep,Au,PPM
Au - Rpt_100,Start_sep,Au,PPM
Au -177um,Start_sep,Au,PPM
Au -2mm+177um,Start_sep,Au,PPM
Au -2mm+80#,Start_sep,Au,PPM
Au -6mm +2mm,Start_sep,Au,PPM
Au -6mm+2mm,Start_sep,Au,PPM
Au -6mm+2mm check,Start_sep,Au,PPM
Au -Rp1,Start_sep,Au,PPM
Au 1,Start_sep,Au,PPM
Au 1 (FA),Start_sep,Au,PPM
Au 1 (ppb),Start_sep,Au,PPM
Au 1 (ppm),Start_sep,Au,PPM
Au 1 Ar,Start_sep,Au,PPM
Au 1 FAS,Start_sep,Au,PPM
Au 1 Fa,Start_sep,Au,PPM
Au 1 Rpt 1,Start_sep,Au,PPM
Au 1 comp,Start_sep,Au,PPM
Au 1 ppb,Start_sep,Au,PPM
Au 1 ppm,Start_sep,Au,PPM
Au 1 split,Start_sep,Au,PPM
Au 1(AR),Start_sep,Au,PPM
Au 1(ppb),Start_sep,Au,PPM
Au 1(ppm),Start_sep,Au,PPM
Au 100,Start_sep,Au,PPM
Au 101,Start_sep,Au,PPM
Au 1Ar,Start_sep,Au,PPM
Au 1_100,Start_sep,Au,PPM
Au 1_101,Start_sep,Au,PPM
Au 1_102,Start_sep,Au,PPM
Au 1_ALS,Start_sep,Au,PPM
Au 1_GEN,Start_sep,Au,PPM
Au 1m,Start_sep,Au,PPM
Au 1m rpt 1,Start_sep,Au,PPM
Au 2,Start_sep,Au,PPM
Au 2 (FA),Start_sep,Au,PPM
Au 2 (ppb),Start_sep,Au,PPM
Au 2 (ppm),Start_sep,Au,PPM
Au 2 Ar,Start_sep,Au,PPM
Au 2 FAS,Start_sep,Au,PPM
Au 2 Fa,Start_sep,Au,PPM
Au 2 ppb,Start_sep,Au,PPM
Au 2 ppm,Start_sep,Au,PPM
Au 2 read,Start_sep,Au,PPM
Au 2(AR),Start_sep,Au,PPM
Au 2(ppb),Start_sep,Au,PPM
Au 2(ppm),Start_sep,Au,PPM
Au 2Ar,Start_sep,Au,PPM
Au 3,Start_sep,Au,PPM
Au 3 (FA),Start_sep,Au,PPM
Au 3 (ppb),Start_sep,Au,PPM
Au 3 (ppm),Start_sep,Au,PPM
Au 3 Ar,Start_sep,Au,PPM
Au 3 Fa,Start_sep,Au,PPM
Au 3 ppb,Start_sep,Au,PPM
Au 3 ppm,Start_sep,Au,PPM
Au 3(AR),Start_sep,Au,PPM
Au 3(ppb),Start_sep,Au,PPM
Au 3(ppm),Start_sep,Au,PPM
Au 30 FA,Start_sep,Au,PPM
Au 3_100,Start_sep,Au,PPM
Au 4,Start_sep,Au,PPM
Au 4 (FA),Start_sep,Au,PPM
Au 4 (ppm),Start_sep,Au,PPM
Au 4 ar,Start_sep,Au,PPM
Au 4 ppb,Start_sep,Au,PPM
Au 40gmFA,Start_sep,Au,PPM
Au 40gmFA rpt,Start_sep,Au,PPM
Au 40gmFA rpt_100,Start_sep,Au,PPM
Au 40gmFA rpt_101,Start_sep,Au,PPM
Au 4m,Start_sep,Au,PPM
Au 5,Start_sep,Au,PPM
Au 6,Start_sep,Au,PPM
Au 6M comp,Start_sep,Au,PPM
Au 6m composite,Start_sep,Au,PPM
Au 7,Start_sep,Au,PPM
Au 8,Start_sep,Au,PPM
Au 9,Start_sep,Au,PPM
Au A,Start_sep,Au,PPM
Au ALS1,Start_sep,Au,PPM
Au ALS2,Start_sep,Au,PPM
Au AR1,Start_sep,Au,PPM
Au AR2,Start_sep,Au,PPM
Au AR3,Start_sep,Au,PPM
Au AR4,Start_sep,Au,PPM
Au ARL,Start_sep,Au,PPM
Au ARL 1,Start_sep,Au,PPM
Au ARL 2,Start_sep,Au,PPM
Au ARL 3,Start_sep,Au,PPM
Au ARL-ppb,Start_sep,Au,PPM
Au ARL1,Start_sep,Au,PPM
Au ARL1 ppb,Start_sep,Au,PPM
Au ARL1-b,Start_sep,Au,PPM
Au ARL1_100,Start_sep,Au,PPM
Au ARL1ppb,Start_sep,Au,PPM
Au ARL2,Start_sep,Au,PPM
Au ARL2 ppb,Start_sep,Au,PPM
Au ARL2-b,Start_sep,Au,PPM
Au ARL2ppb,Start_sep,Au,PPM
Au ARL3,Start_sep,Au,PPM
Au ARL3-b,Start_sep,Au,PPM
Au ARL3ppb,Start_sep,Au,PPM
Au ARL4,Start_sep,Au,PPM
Au ARM1,Start_sep,Au,PPM
Au ASSAY_g/t,Start_sep,Au,PPM
Au AV ppb,Start_sep,Au,PPM
Au AV_ppb,Start_sep,Au,PPM
Au Acc,Start_sep,Au,PPM
Au Accepted,Start_sep,Au,PPM
Au Ar,Start_sep,Au,PPM
Au Ar ave,Start_sep,Au,PPM
Au Av,Start_sep,Au,PPM
Au Av ppb,Start_sep,Au,PPM
Au Av ppm,Start_sep,Au,PPM
Au Ave,Start_sep,Au,PPM
Au Ave (AR),Start_sep,Au,PPM
Au Ave (FA),Start_sep,Au,PPM
Au Ave 2dp,Start_sep,Au,PPM
Au Ave ppb,Start_sep,Au,PPM
Au Ave ppm,Start_sep,Au,PPM
Au Ave(AR),Start_sep,Au,PPM
Au Ave-ppb,Start_sep,Au,PPM
Au Ave_ppb,Start_sep,Au,PPM
Au Average,Start_sep,Au,PPM
Au Average100,Start_sep,Au,PPM
Au Avg,Start_sep,Au,PPM
Au Avrge ppb,Start_sep,Au,PPM
Au B,Start_sep,Au,PPM
Au B/AAS,Start_sep,Au,PPM
Au B/AAS 2,Start_sep,Au,PPM
Au B/AAS 3,Start_sep,Au,PPM
Au B/ETA,Start_sep,Au,PPM
Au B/ETA (R),Start_sep,Au,PPM
Au B/ETA 2,Start_sep,Au,PPM
Au B/ETA 3,Start_sep,Au,PPM
Au B/ETA 4,Start_sep,Au,PPM
Au B/ETA 5,Start_sep,Au,PPM
Au B/ETA 6,Start_sep,Au,PPM
Au B/ETA100,Start_sep,Au,PPM
Au B/ETARR,Start_sep,Au,PPM
Au B/ETA_100,Start_sep,Au,PPM
Au B/MS,Start_sep,Au,PPM
Au B/SAAS,Start_sep,Au,PPM
Au B/SAAS2,Start_sep,Au,PPM
Au BAAS ppm,Start_sep,Au,PPM
Au BETA,Start_sep,Au,PPM
